Domain,Technique ID,Technique Name,Sentences
Enterprise,T1132,Data Encoding: Standard Encoding,njRAT uses Base64 encoding for C2 traffic.[1]
Enterprise,T1005,Data from Local System,njRAT can collect data from a local system.[1]
Enterprise,T1041,Exfiltration Over C2 Channel,njRAT has used HTTP to receive stolen information from the infected machine.[3]
Enterprise,T1083,File and Directory Discovery,njRAT can browse file systems using a file manager module.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify System Firewall,njRAT has modified the Windows firewall to allow itself to communicate through the firewall.[1][3]
Enterprise,T1070,Indicator Removal on Host,njRAT is capable of manipulating and deleting registry keys.[3]
Enterprise,T1070,File Deletion,njRAT is capable of deleting files.[1][3]
Enterprise,T1105,Ingress Tool Transfer,njRAT can download files to the victim’s machine.[1][3]
Enterprise,T1056,Input Capture: Keylogging,njRAT is capable of logging keystrokes.[1][3][4]
Enterprise,T1112,Modify Registry,"njRAT can create, delete, or modify a specified Registry key or value.[1][3]"
Enterprise,T1106,Native API,njRAT has used the ShellExecute() function within a script.[3]
Enterprise,T1027,Obfuscated Files or Information,njRAT has included a base64 encoded executable.[3]
Enterprise,T1027,Compile After Delivery,njRAT has used AutoIt to compile the payload and main script into a single executable after delivery.[3]
Enterprise,T1057,Process Discovery,njRAT can search a list of running processes for Tr.exe.[3]
Enterprise,T1012,Query Registry,njRAT can read specific registry values.[3]
Enterprise,T1021,Remote Services: Remote Desktop Protocol,njRAT has a module for performing remote desktop access.[1]
Enterprise,T1018,Remote System Discovery,njRAT can identify remote hosts on connected networks.[1]
Enterprise,T1113,Screen Capture,njRAT can capture screenshots of the victim’s machines.[3]
Enterprise,T1082,System Information Discovery,njRAT enumerates the victim operating system and computer name during the initial infection.[1]
Enterprise,T1033,System Owner/User Discovery,njRAT enumerates the current user during the initial infection.[1]
Enterprise,T1003,OS Credential Dumping: Security Account Manager,pwdump can be used to dump credentials from the SAM.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,BendyBear has decrypted function blocks using a XOR key during runtime to evade detection.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,BendyBear communicates to a C2 server over port 443 using modified RC4 and XOR-encrypted chunks.[1]
Enterprise,T1105,Ingress Tool Transfer,BendyBear is designed to download an implant from a C2 server.[1]
Enterprise,T1106,Native API,BendyBear can load and execute modules and Windows Application Programming (API) calls using standard shellcode API hashing.[1]
Enterprise,T1027,Obfuscated Files or Information,BendyBear has encrypted payloads using RC4 and XOR.[1]
Enterprise,T1012,Query Registry,BendyBear can query the host's Registry key at HKEY_CURRENT_USER\Console\QuickEdit to retrieve data.[1]
Enterprise,T1124,System Time Discovery,BendyBear has the ability to determine local time on a compromised host.[1]
Enterprise,T1497,Virtualization/Sandbox Evasion: Time Based Evasion,BendyBear can check for analysis environments and signs of debugging using the Windows API kernel32!GetTickCountKernel32 call.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,Peppy can use HTTP to communicate with C2.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Peppy has the ability to execute shell commands.[1]
Enterprise,T1083,File and Directory Discovery,Peppy can identify specific files for exfiltration.[1]
Enterprise,T1105,Ingress Tool Transfer,Peppy can download and execute remote files.[1]
Enterprise,T1056,Input Capture: Keylogging,Peppy can log keystrokes on compromised hosts.[1]
Enterprise,T1113,Screen Capture,Peppy can take screenshots on targeted systems.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,pngdowner uses HTTP for command and control.[1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,pngdowner deletes content from C2 communications that was saved to the user's temporary directory.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,DRATzarus can use HTTP or HTTPS for C2 communications.[1]
Enterprise,T1005,Data from Local System,DRATzarus can collect information from a compromised host.[1]
Enterprise,T1105,Ingress Tool Transfer,DRATzarus can deploy additional tools onto an infected machine.[1]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,"DRATzarus has been named Flash.exe, and its dropper has been named IExplorer.[1]"
Enterprise,T1106,Native API,DRATzarus can use various API calls to see if it is running in a sandbox.[1]
Enterprise,T1027,Obfuscated Files or Information,DRATzarus can be partly encrypted with XOR.[1]
Enterprise,T1027,Software Packing,DRATzarus's dropper can be packed with UPX.[1]
Enterprise,T1057,Process Discovery,DRATzarus can enumerate and examine running processes to determine if a debugger is present.[1]
Enterprise,T1018,Remote System Discovery,DRATzarus can search for other machines connected to compromised host and attempt to map the network.[1]
Enterprise,T1033,System Owner/User Discovery,DRATzarus can obtain a list of users from an infected machine.[1]
Enterprise,T1124,System Time Discovery,DRATzarus can use the GetTickCount and GetSystemTimeAsFileTime API calls to inspect system time.[1]
Enterprise,T1497,Virtualization/Sandbox Evasion: Time Based Evasion,DRATzarus can use the GetTickCount and GetSystemTimeAsFileTime API calls to measure function timing.[1] DRATzarus can also remotely shut down into sleep mode under specific conditions to evade detection.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,SpeakUp uses POST and GET requests over HTTP to communicate with its main C&C server. [1]
Enterprise,T1059,Command and Scripting Interpreter,SpeakUp uses Perl scripts.[1]
Enterprise,T1059,Python,SpeakUp uses Python scripts.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,SpeakUp encodes C&C communication using Base64. [1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,SpeakUp deletes files to remove evidence on the machine. [1]
Enterprise,T1105,Ingress Tool Transfer,SpeakUp downloads and executes additional files from a remote server. [1]
Enterprise,T1027,Obfuscated Files or Information,SpeakUp encodes its second-stage payload with Base64. [1]
Enterprise,T1053,Scheduled Task/Job: Cron,SpeakUp uses cron tasks to ensure persistence. [1]
Enterprise,T1082,System Information Discovery,"SpeakUp uses the cat /proc/cpuinfo | grep -c ""cpu family"" 2>&1 command to gather system information. [1]"
Enterprise,T1016,System Network Configuration Discovery,SpeakUp uses the ifconfig -a command. [1]
Enterprise,T1049,System Network Connections Discovery,SpeakUp uses the arp -a command. [1]
Enterprise,T1033,System Owner/User Discovery,SpeakUp uses the whoami command. [1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,JHUHUGIT variants have communicated with C2 servers over HTTP and HTTPS.[3][7][8]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,JHUHUGIT has used a Registry Run key to establish persistence by executing JavaScript code within the rundll32.exe process.[3]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,JHUHUGIT uses a .bat file to execute a .dll.[6]
Enterprise,T1543,Create or Modify System Process: Windows Service,JHUHUGIT has registered itself as a service to establish persistence.[3]
Enterprise,T1132,Data Encoding: Standard Encoding,A JHUHUGIT variant encodes C2 POST data base64.[8]
Enterprise,T1070,Indicator Removal on Host: File Deletion,The JHUHUGIT dropper can delete itself from the victim. Another JHUHUGIT variant has the capability to delete specified files.[3][7]
Enterprise,T1105,Ingress Tool Transfer,JHUHUGIT can retrieve an additional payload from its C2 server.[3][7] JHUHUGIT has a command to download files to the victim’s machine.[6]
Enterprise,T1027,Obfuscated Files or Information,Many strings in JHUHUGIT are obfuscated with a XOR algorithm.[2][3][6]
Enterprise,T1057,Process Discovery,JHUHUGIT obtains a list of running processes on the victim.[3][7]
Enterprise,T1055,Process Injection,JHUHUGIT performs code injection injecting its own functions to browser processes.[2][7]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,JHUHUGIT has registered itself as a scheduled task to run each time the current user logs in.[3][9]
Enterprise,T1113,Screen Capture,"A JHUHUGIT variant takes screenshots by simulating the user pressing the ""Take Screenshot"" key (VK_SCREENSHOT), accessing the screenshot saved in the clipboard, and converting it to a JPG image.[8][6]"
Enterprise,T1218,System Binary Proxy Execution: Rundll32,JHUHUGIT is executed using rundll32.exe.[2][6]
Enterprise,T1082,System Information Discovery,JHUHUGIT obtains a build identifier as well as victim hard drive information from Windows registry key HKLM\SYSTEM\CurrentControlSet\Services\Disk\Enum. Another JHUHUGIT variant gathers the victim storage volume serial number and the storage device name.[3][7]
Enterprise,T1016,System Network Configuration Discovery,A JHUHUGIT variant gathers network interface card information.[8]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Astaroth creates a startup item for persistence. [2]
Enterprise,T1547,Boot or Logon Autostart Execution: Shortcut Modification,Astaroth's initial payload is a malicious .LNK file. [2][1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Astaroth spawns a CMD process to execute commands. [1]
Enterprise,T1059,Command and Scripting Interpreter: Visual Basic,Astaroth has used malicious VBS e-mail attachments for execution.[3]
Enterprise,T1059,Command and Scripting Interpreter: JavaScript,Astaroth uses JavaScript to perform its core functionalities. [2][3]
Enterprise,T1555,Credentials from Password Stores,Astaroth uses an external software known as NetPass to recover passwords. [1]
Enterprise,T1132,Data Encoding: Standard Encoding,Astaroth encodes data using Base64 before sending it to the C2 server. [2]
Enterprise,T1074,Data Staged: Local Data Staging,Astaroth collects data in a plaintext file named r1.log before exfiltration. [2]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Astaroth uses a fromCharCode() deobfuscation method to avoid explicitly writing execution commands and to hide its code. [1][3]
Enterprise,T1041,Exfiltration Over C2 Channel,Astaroth exfiltrates collected information from its r1.log file to the external C2 server. [1]
Enterprise,T1564,Hide Artifacts: Hidden Window,"Astaroth loads its module with the XSL script parameter vShow set to zero, which opens the application with a hidden window. [1]"
Enterprise,T1564,Hide Artifacts: NTFS File Attributes,Astaroth can abuse alternate data streams (ADS) to store content for malicious payloads.[3]
Enterprise,T1574,Hijack Execution Flow: DLL Search Order Hijacking,Astaroth can launch itself via DLL Search Order Hijacking.[3]
Enterprise,T1105,Ingress Tool Transfer,Astaroth uses certutil and BITSAdmin to download additional malware. [2][1][3]
Enterprise,T1056,Input Capture: Keylogging,Astaroth logs keystrokes from the victim's machine. [2]
Enterprise,T1027,Obfuscated Files or Information,"Astaroth obfuscates its JScript code, and has used an XOR-based algorithm to encrypt payloads twice with different keys.[1][3]"
Enterprise,T1027,Software Packing,Astaroth uses a software packer called Pe123\RPolyCryptor.[1]
Enterprise,T1057,Process Discovery,Astaroth searches for different processes on the system.[1]
Enterprise,T1055,Process Injection: Process Hollowing,Astaroth can create a new process in a suspended state from a targeted legitimate process in order to unmap its memory and replace it with malicious code.[1][3]
Enterprise,T1518,Software Discovery: Security Software Discovery,Astaroth checks for the presence of Avast antivirus in the C:\Program\Files\ folder. [2]
Enterprise,T1218,System Binary Proxy Execution: Compiled HTML File,Astaroth uses ActiveX objects for file execution and manipulation. [2]
Enterprise,T1218,System Binary Proxy Execution: Regsvr32,Astaroth can be loaded through regsvr32.exe.[1]
Enterprise,T1082,System Information Discovery,Astaroth collects the machine name and keyboard language from the system. [2][1]
Enterprise,T1016,System Network Configuration Discovery,Astaroth collects the external IP address from the system. [2]
Enterprise,T1124,System Time Discovery,Astaroth collects the timestamp from the infected machine. [2]
Enterprise,T1204,User Execution: Malicious File,"Astaroth has used malicious files including VBS, LNK, and HTML for execution.[3]"
Enterprise,T1497,Virtualization/Sandbox Evasion: System Checks,Astaroth can check for Windows product ID's used by sandboxes and usernames and disk serial numbers associated with analyst environments.[3]
Enterprise,T1102,Web Service: Dead Drop Resolver,Astaroth can store C2 information on cloud hosting services such as AWS and CloudFlare and websites like YouTube and Facebook.[3]
Enterprise,T1047,Windows Management Instrumentation,Astaroth uses WMIC to execute payloads. [2]
Enterprise,T1543,Create or Modify System Process: Windows Service,PsExec can leverage Windows services to escalate privileges from administrator to SYSTEM with the -s argument.[1]
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,"PsExec, a tool that has been used by adversaries, writes programs to the ADMIN$ network share to execute commands on remote systems.[4]"
Enterprise,T1569,System Services: Service Execution,Microsoft Sysinternals PsExec is a popular administration tool that can be used to execute binaries on remote systems using a temporary Windows service.[1]
Enterprise,T1087,Account Discovery: Cloud Account,AADInternals can enumerate Azure AD users.[2]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,AADInternals is written and executed via PowerShell.[2]
Enterprise,T1112,Modify Registry,AADInternals can modify registry keys as part of setting a new pass-through authentication agent.[2]
Enterprise,T1003,OS Credential Dumping: LSA Secrets,AADInternals can dump secrets from the Local Security Authority.[2]
Enterprise,T1069,Permission Groups Discovery: Cloud Groups,AADInternals can enumerate Azure AD groups.[2]
Enterprise,T1566,Phishing: Spearphishing Link,"AADInternals can send ""consent phishing"" emails containing malicious links designed to steal users’ access tokens.[2]"
Enterprise,T1059,Command and Scripting Interpreter: Visual Basic,Javali has used embedded VBScript to download malicious payloads from C2.[1]
Enterprise,T1555,Credentials from Password Stores: Credentials from Web Browsers,"Javali can capture login credentials from open browsers including Firefox, Chrome, Internet Explorer, and Edge.[1]"
Enterprise,T1574,Hijack Execution Flow: DLL Side-Loading,Javali can use DLL side-loading to load malicious DLLs into legitimate executables.[1]
Enterprise,T1105,Ingress Tool Transfer,Javali can download payloads from remote C2 servers.[1]
Enterprise,T1027,Obfuscated Files or Information: Binary Padding,Javali can use large obfuscated libraries to hinder detection and analysis.[1]
Enterprise,T1566,Phishing: Spearphishing Attachment,Javali has been delivered as malicious e-mail attachments.[1]
Enterprise,T1566,Phishing: Spearphishing Link,Javali has been delivered via malicious links embedded in e-mails.[1]
Enterprise,T1057,Process Discovery,Javali can monitor processes for open browsers and custom banking applications.[1]
Enterprise,T1218,System Binary Proxy Execution: Msiexec,Javali has used the MSI installer to download and execute malicious payloads.[1]
Enterprise,T1204,User Execution: Malicious Link,Javali has achieved execution through victims clicking links to malicious websites.[1]
Enterprise,T1204,User Execution: Malicious File,"Javali has achieved execution through victims opening malicious attachments, including MSI files with embedded VBScript.[1]"
Enterprise,T1102,Web Service: Dead Drop Resolver,Javali can read C2 information from Google Documents and YouTube.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,hcdLoader provides command-line access to the compromised system.[1]
Enterprise,T1543,Create or Modify System Process: Windows Service,hcdLoader installs itself as a service for persistence.[1][2]
Enterprise,T1140,Deobfuscate/Decode Files or Information,DDKONG decodes an embedded configuration using XOR.[1]
Enterprise,T1083,File and Directory Discovery,DDKONG lists files on the victim’s machine.[1]
Enterprise,T1105,Ingress Tool Transfer,DDKONG downloads and uploads files on the victim’s machine.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,DDKONG uses Rundll32 to ensure only a single instance of itself is running at once.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,MegaCortex has used .cmd scripts on the victim's system.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,MegaCortex has used a Base64 key to decode its components.[1]
Enterprise,T1083,File and Directory Discovery,MegaCortex can parse the available drives and directories to determine which files to encrypt.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,MegaCortex was used to kill endpoint security processes.[1]
Enterprise,T1112,Modify Registry,MegaCortex has added entries to the Registry for ransom contact information.[1]
Enterprise,T1106,Native API,"After escalating privileges, MegaCortex calls TerminateProcess(), CreateRemoteThread, and other Win32 APIs.[1]"
Enterprise,T1588,Obtain Capabilities: Code Signing Certificates,MegaCortex has used code signing certificates issued to fake companies to bypass security controls.[1]
Enterprise,T1055,Process Injection: Dynamic-link Library Injection,MegaCortex loads injecthelper.dll into a newly created rundll32.exe process.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,MegaCortex has used rundll32.exe to load a DLL for file encryption.[1]
Enterprise,T1497,Virtualization/Sandbox Evasion: System Checks,MegaCortex has checked the number of CPUs in the system to avoid being run in a sandbox or emulator.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,zwShell can launch command-line shells.[1]
Enterprise,T1543,Create or Modify System Process: Windows Service,zwShell has established persistence by adding itself as a new service.[1]
Enterprise,T1083,File and Directory Discovery,zwShell can browse the file system.[1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,zwShell has deleted itself after creating a service as well as deleted a temporary file when the system reboots.[1]
Enterprise,T1112,Modify Registry,zwShell can modify the Registry.[1]
Enterprise,T1021,Remote Services: Remote Desktop Protocol,zwShell has used RDP for lateral movement.[1]
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,zwShell has been copied over network shares to move laterally.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,zwShell has used SchTasks for execution.[1]
Enterprise,T1082,System Information Discovery,zwShell can obtain the victim PC name and OS version.[1]
Enterprise,T1016,System Network Configuration Discovery,zwShell can obtain the victim IP address.[1]
Enterprise,T1033,System Owner/User Discovery,zwShell can obtain the name of the logged-in user on the victim.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,TDTESS provides a reverse shell on the victim.[1]
Enterprise,T1543,Create or Modify System Process: Windows Service,"If running as administrator, TDTESS installs itself as a new service named bmwappushservice to establish persistence.[1]"
Enterprise,T1070,Indicator Removal on Host: File Deletion,TDTESS creates then deletes log files during installation of itself as a service.[1]
Enterprise,T1070,Indicator Removal on Host: Timestomp,"After creating a new service for persistence, TDTESS sets the file creation time for the service to the creation time of the victim's legitimate svchost.exe file.[1]"
Enterprise,T1105,Ingress Tool Transfer,TDTESS has a command to download and execute an additional file.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,QUADAGENT uses HTTPS and HTTP for C2 communications.[1]
Enterprise,T1071,Application Layer Protocol: DNS,QUADAGENT uses DNS for C2 communications.[1]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,QUADAGENT uses PowerShell scripts for execution.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,QUADAGENT uses cmd.exe to execute scripts and commands on the victim’s machine.[1]
Enterprise,T1059,Command and Scripting Interpreter: Visual Basic,QUADAGENT uses VBScripts.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,QUADAGENT encodes C2 communications with base64.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,QUADAGENT uses AES and a preshared key to decrypt the custom Base64 routine used to encode strings and scripts.[1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,QUADAGENT has a command to delete its Registry key and scheduled task.[1]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,QUADAGENT used the PowerShell filenames Office365DCOMCheck.ps1 and SystemDiskClean.ps1.[1]
Enterprise,T1112,Modify Registry,QUADAGENT modifies an HKCU Registry key to store a session identifier unique to the compromised system as well as a pre-shared key used for encrypting and decrypting C2 communications.[1]
Enterprise,T1027,Obfuscated Files or Information,QUADAGENT was likely obfuscated using Invoke-Obfuscation.[1][2]
Enterprise,T1012,Query Registry,QUADAGENT checks if a value exists within a Registry key in the HKCU hive whose name is the same as the scheduled task it has created.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,QUADAGENT creates a scheduled task to maintain persistence on the victim’s machine.[1]
Enterprise,T1016,System Network Configuration Discovery,QUADAGENT gathers the current domain the victim system belongs to.[1]
Enterprise,T1033,System Owner/User Discovery,QUADAGENT gathers the victim username.[1]
Enterprise,T1071,Application Layer Protocol: File Transfer Protocols,JPIN can communicate over FTP.[1]
Enterprise,T1071,Application Layer Protocol: Mail Protocols,JPIN can send email over SMTP.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,JPIN can use the command-line utility cacls.exe to change file permissions.[1]
Enterprise,T1083,File and Directory Discovery,JPIN can enumerate drives and their types. It can also change file permissions using cacls.exe.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,JPIN can lower security settings by changing Registry keys.[1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,JPIN's installer/uninstaller component deletes itself if it encounters a version of Windows earlier than Windows XP or identifies security-related processes running.[1]
Enterprise,T1105,Ingress Tool Transfer,JPIN can download files and upgrade itself.[1]
Enterprise,T1056,Input Capture: Keylogging,JPIN contains a custom keylogger.[1]
Enterprise,T1027,Obfuscated Files or Information,A JPIN uses a encrypted and compressed payload that is disguised as a bitmap within the resource section of the installer.[1]
Enterprise,T1069,Permission Groups Discovery: Local Groups,JPIN can obtain the permissions of the victim user.[1]
Enterprise,T1057,Process Discovery,JPIN can list running processes.[1]
Enterprise,T1055,Process Injection,JPIN can inject content into lsass.exe to load a module.[1]
Enterprise,T1012,Query Registry,JPIN can enumerate Registry keys.[1]
Enterprise,T1518,Software Discovery: Security Software Discovery,JPIN checks for the presence of certain security-related processes and deletes its installer/uninstaller component if it identifies any of them.[1]
Enterprise,T1082,System Information Discovery,JPIN can obtain system information such as OS version and disk space.[1]
Enterprise,T1016,System Network Configuration Discovery,"JPIN can obtain network information, including DNS, IP, and proxies.[1]"
Enterprise,T1033,System Owner/User Discovery,JPIN can obtain the victim user name.[1]
Enterprise,T1056,Input Capture: Keylogging,NetTraveler contains a keylogger.[1]
Enterprise,T1560,Archive Collected Data,Kessel can RC4-encrypt credentials before sending to the C2.[1]
Enterprise,T1059,Command and Scripting Interpreter,Kessel can create a reverse shell between the infected host and a specified system.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,Kessel has exfiltrated data via hexadecimal-encoded subdomain fields of DNS queries.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Kessel has decrypted the binary's configuration once the main function was launched.[1]
Enterprise,T1041,Exfiltration Over C2 Channel,Kessel has exfiltrated information gathered from the infected system to the C2 server.[1]
Enterprise,T1105,Ingress Tool Transfer,Kessel can download additional modules from the C2 server.[1]
Enterprise,T1027,Obfuscated Files or Information,Kessel's configuration is hardcoded and RC4 encrypted within the binary.[1]
Enterprise,T1090,Proxy,Kessel can use a proxy during exfiltration if set in the configuration.[1]
Enterprise,T1082,System Information Discovery,"Kessel has collected the system architecture, OS version, and MAC address information.[1]"
Enterprise,T1016,System Network Configuration Discovery,Kessel has collected the DNS address of the infected host.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,DealersChoice uses HTTP for communication with the C2 server.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,DealersChoice makes modifications to open-source scripts from GitHub and executes them on the victim’s machine.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,"GRIFFON has used a persistence module that stores the implant inside the Registry, which executes at logon.[1]"
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,GRIFFON has used PowerShell to execute the Meterpreter downloader TinyMet.[1]
Enterprise,T1059,Command and Scripting Interpreter: JavaScript,GRIFFON is written in and executed as JavaScript.[1]
Enterprise,T1069,Permission Groups Discovery: Domain Groups,GRIFFON has used a reconnaissance module that can be used to retrieve Windows domain membership information.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,GRIFFON has used sctasks for persistence. [1]
Enterprise,T1113,Screen Capture,GRIFFON has used a screenshot module that can be used to take a screenshot of the remote system.[1]
Enterprise,T1082,System Information Discovery,"GRIFFON has used a reconnaissance module that can be used to retrieve information about a victim's computer, including the resolution of the workstation .[1]"
Enterprise,T1124,System Time Discovery,GRIFFON has used a reconnaissance module that can be used to retrieve the date and time of the system.[1]
Enterprise,T1003,OS Credential Dumping: LSASS Memory,Lslsass can dump active logon session password hashes from the lsass process.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,HARDRAIN uses cmd.exe to execute netshcommands.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify System Firewall,HARDRAIN opens the Windows Firewall to modify incoming connections.[1]
Enterprise,T1090,Proxy,"HARDRAIN uses the command cmd.exe /c netsh firewall add portopening TCP 443 ""adp"" and makes the victim machine function as a proxy server.[1]"
Enterprise,T1560,Archive Collected Data: Archive via Custom Method,T9000 encrypts collected data using a single byte XOR key.[2]
Enterprise,T1574,Hijack Execution Flow: DLL Side-Loading,"During the T9000 installation process, it drops a copy of the legitimate Microsoft binary igfxtray.exe. The executable contains a side-loading weakness which is used to load a portion of the malware.[2]"
Enterprise,T1113,Screen Capture,"T9000 can take screenshots of the desktop and target application windows, saving them to user directories as one byte XOR encrypted .dat files.[2]"
Enterprise,T1518,Software Discovery: Security Software Discovery,T9000 performs checks for various antivirus and security products during installation.[2]
Enterprise,T1082,System Information Discovery,T9000 gathers and beacons the operating system build number and CPU Architecture (32-bit/64-bit) during installation.[2]
Enterprise,T1016,System Network Configuration Discovery,T9000 gathers and beacons the MAC and IP addresses during installation.[2]
Enterprise,T1033,System Owner/User Discovery,T9000 gathers and beacons the username of the logged in account during installation. It will also gather the username of running processes to determine if it is running as SYSTEM.[2]
Enterprise,T1124,System Time Discovery,T9000 gathers and beacons the system time during installation.[2]
Enterprise,T1087,Account Discovery: Local Account,Kwampirs collects a list of accounts with the command net users.[1]
Enterprise,T1543,Create or Modify System Process: Windows Service,Kwampirs creates a new service named WmiApSrvEx to establish persistence.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Kwampirs decrypts and extracts a copy of its main DLL payload when executing.[1]
Enterprise,T1083,File and Directory Discovery,"Kwampirs collects a list of files and directories in C:\ with the command dir /s /a c:\ >> ""C:\windows\TEMP[RANDOM].tmp"".[1]"
Enterprise,T1105,Ingress Tool Transfer,Kwampirs downloads additional files from C2 servers.[2]
Enterprise,T1036,Masquerading: Masquerade Task or Service,"Kwampirs establishes persistence by adding a new service with the display name ""WMI Performance Adapter Extension"" in an attempt to masquerade as a legitimate WMI service.[1]"
Enterprise,T1027,Obfuscated Files or Information,Kwampirs downloads additional files that are base64-encoded and encrypted with another cipher.[2]
Enterprise,T1027,Binary Padding,"Before writing to disk, Kwampirs inserts a randomly generated string into the middle of the decrypted payload in an attempt to evade hash-based detections.[1]"
Enterprise,T1069,Permission Groups Discovery: Local Groups,Kwampirs collects a list of users belonging to the local users and administrators groups with the commands net localgroup administrators and net localgroup users.[1]
Enterprise,T1069,Permission Groups Discovery: Domain Groups,Kwampirs collects a list of domain groups with the command net localgroup /domain.[1]
Enterprise,T1057,Process Discovery,Kwampirs collects a list of running services with the command tasklist /v.[1]
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,Kwampirs copies itself over network shares to move laterally on a victim network.[1]
Enterprise,T1018,Remote System Discovery,Kwampirs collects a list of available servers with the command net view.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,Kwampirs uses rundll32.exe in a Registry value added to establish persistence.[1]
Enterprise,T1082,System Information Discovery,"Kwampirs collects OS version information such as registered owner details, manufacturer details, processor type, available storage, installed patches, hostname, version info, system date, and other system information by using the commands systeminfo, net config workstation, hostname, ver, set, and date /t.[1]"
Enterprise,T1016,System Network Configuration Discovery,"Kwampirs collects network adapter and interface information by using the commands ipconfig /all, arp -a and route print. It also collects the system's MAC address with getmac and domain configuration with net config workstation.[1]"
Enterprise,T1049,System Network Connections Discovery,Kwampirs collects a list of active and listening connections by using the command netstat -nao as well as a list of available network mappings with net use.[1]
Enterprise,T1033,System Owner/User Discovery,Kwampirs collects registered owner details by using the commands systeminfo and net config workstation.[1]
Enterprise,T1560,Archive Collected Data,Dtrack packs collected data into a password protected archive.[2]
Enterprise,T1547,Boot or Logon Autostart Execution,Dtrack’s RAT makes a persistent target file with auto execution on the host start.[2]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Dtrack has used cmd.exe to add a persistent service.[4]
Enterprise,T1543,Create or Modify System Process: Windows Service,Dtrack can add a service called WBService to establish persistence.[4]
Enterprise,T1005,Data from Local System,Dtrack can collect a variety of information from victim machines.[4]
Enterprise,T1074,Data Staged: Local Data Staging,"Dtrack can save collected data to disk, different file formats, and network shares.[2][4]"
Enterprise,T1140,Deobfuscate/Decode Files or Information,Dtrack has used a decryption routine that is part of an executable physical patch.[2]
Enterprise,T1083,File and Directory Discovery,Dtrack can list files on available disk volumes.[2][4]
Enterprise,T1574,Hijack Execution Flow,One of Dtrack can replace the normal flow of a program execution with malicious code.[4]
Enterprise,T1070,Indicator Removal on Host: File Deletion,Dtrack can remove its persistence and delete itself.[2]
Enterprise,T1105,Ingress Tool Transfer,Dtrack’s can download and upload a file to the victim’s computer.[2][4]
